employee_id,name,age,department,job_level,location,salary,years_with_company,last_performance_rating,is_remote,promotion_last_2_years,left_company,gender
E10324,Jeffery Caldwell,37,Legal,C-level,San Francisco,25047,29,3,True,0,0,Male
E10325,Harry Jones,21,IT,Senior,Remote,71941,5,1,True,1,0,Male
E10326,Andre Vasquez,41,HR,Manager,London,95393,30,3,False,0,1,Male
E10327,Taylor Stewart,32,Operations,Junior,Tokyo,220522,2,4,False,1,1,Male
E10328,Curtis Green,30,R&D,Manager,Remote,45478,5,4,True,0,1,Female
E10329,Eric Wilkins,47,IT,VP,Berlin,84261,14,3,False,0,1,Male
E10330,Mark Peterson,18,Admin,Senior,New York,33011,29,3,True,1,0,Female
E10331,Ricky Williams,50,Operations,Intern,San Francisco,207084,2,2,False,1,1,Male
E10332,Jonathan Nelson,20,HR,Mid,New York,73826,31,4,False,0,1,Male
E10333,Patrick Curtis,59,IT,Junior,Remote,103787,35,5,False,1,1,Male
E10334,Lisa Cook,27,Legal,Mid,New York,-717,21,2,False,1,1,Female
E10335,Amanda Brown,53,R&D,Lead,San Francisco,59207,16,1,False,1,1,Female
E10336,Michael Scott,43,Marketing,VP,Berlin,69072,13,3,False,1,1,Male
E10337,Matthew Hodges,40,Operations,Manager,Remote,38729,29,4,False,1,1,Male
E10338,Audrey Welch,25,Operations,Manager,Bangalore,108600,4,2,False,1,1,Male
E10339,Robert Williams,22,Sales,Mid,Tokyo,44999,15,1,False,1,1,Female
E10340,Mark Williams,49,R&D,Junior,Berlin,215595,17,4,False,1,1,Male
E10341,Christopher Jackson,40,Admin,Director,London,104809,15,5,False,1,1,Male
E10342,Dr. Catherine Olson,40,Sales,Intern,Bangalore,232111,36,1,False,1,1,Male
E10343,Stefanie Curry,24,Operations,C-level,Tokyo,20691,32,5,True,1,0,Male
E10344,Mrs. Valerie Alvarez,47,Finance,Junior,San Francisco,268200,25,1,False,1,1,Male
E10345,Shannon Kelley,22,Sales,Director,Remote,56557,6,5,True,0,0,Male
E10346,Desiree Church,31,Finance,Manager,Remote,57809,33,1,False,1,1,Male
E10347,Robert Martinez,51,IT,Intern,Berlin,211745,24,2,True,1,1,Male
E10348,Thomas Berry,42,Admin,Senior,London,143405,37,1,False,1,1,Male
E10349,Ashley Williams,33,R&D,VP,London,67711,32,2,False,1,1,Male
E10350,Eric Branch,29,Marketing,VP,Berlin,58134,7,2,True,1,0,Male
E10351,Kelly Ramirez,47,R&D,Junior,Bangalore,82983,15,4,False,1,1,Female
E10352,Daniel Ellis,26,IT,VP,San Francisco,63782,39,4,False,1,1,Male
E10353,Teresa James,50,Operations,Director,San Francisco,65593,6,2,True,1,0,Male
E10354,Ashley Mckenzie,23,Operations,Mid,New York,18231,0,5,True,1,1,Other
E10355,Kristina Crane,61,Sales,Junior,New York,4363,0,4,True,1,1,Male
E10356,Jonathan Harding,64,Marketing,Intern,New York,23840,24,4,True,0,1,Male
E10357,Kiara Cannon,53,IT,Senior,Remote,58429,9,1,False,1,1,Female
E10358,Renee Gonzalez,21,HR,VP,London,41029,13,5,False,1,1,Male
E10359,Barbara Lee,60,HR,Intern,Remote,52026,22,3,True,1,1,Female
E10360,Alyssa Parker,22,Finance,Junior,Berlin,196780,22,4,True,0,0,Female
E10361,Brianna Scott,19,IT,Junior,London,81616,-5,2,True,0,1,Female
E10362,Betty Moore,35,Admin,Mid,Bangalore,106309,21,1,True,1,0,Female
E10363,Andrew Rodriguez,32,Operations,Junior,London,249778,20,4,False,0,1,Male
E10364,Gregory Atkinson,40,Marketing,C-level,Bangalore,79629,27,4,True,0,0,Non-binary
E10365,Mrs. Meredith Chase,50,Finance,Mid,Bangalore,107903,36,4,True,0,0,Female
E10366,Mary Parrish,38,Marketing,Manager,San Francisco,41369,24,1,False,1,1,Female
E10367,Brandon Bolton,62,Legal,Junior,Remote,68858,28,1,False,1,1,Male
E10368,Brandi Brooks MD,34,Admin,Senior,Tokyo,69057,24,2,True,1,0,Female
E10369,Christopher Buchanan,49,Admin,C-level,London,85929,4,5,True,0,0,Male
E10370,Susan Lopez,52,Operations,VP,London,29131,17,1,True,1,1,Male
E10371,Nicole Duke,27,HR,Junior,Tokyo,170216,22,4,False,0,1,Female
E10372,Alex Stanley,35,Admin,Junior,Remote,237063,-5,3,False,0,1,Male
E10373,Andrew Baxter,42,IT,VP,Bangalore,111344,31,1,True,1,0,Male
E10374,Holly Tucker,51,R&D,Lead,Bangalore,111005,30,4,False,0,1,Female
E10375,Whitney Hunt,36,IT,Lead,Bangalore,89581,35,4,True,0,1,Female
E10376,Yesenia Hester,19,Marketing,Senior,Bangalore,138489,33,1,True,1,0,Non-binary
E10377,Kurt Simmons,43,Finance,Intern,Tokyo,203045,38,4,True,0,0,Female
E10378,Paul Tapia,44,HR,C-level,London,32756,23,2,False,1,1,Male
E10379,Amanda Henderson,41,HR,Mid,Tokyo,38362,7,3,False,1,1,Female
E10380,Karen Wiley,56,Finance,Intern,Tokyo,93272,6,3,True,1,1,Male
E10381,Peter Moore,22,R&D,Junior,San Francisco,179390,11,4,True,0,1,Female
E10382,Craig King,31,Operations,Mid,Bangalore,133478,14,2,True,1,0,Male
E10383,Crystal Valdez,62,Legal,Junior,San Francisco,177579,17,3,True,0,1,Female
E10384,Ana Knapp,50,Operations,Junior,San Francisco,178113,12,1,False,1,1,Male
E10385,Raymond Molina,56,Admin,Intern,London,132374,28,5,True,0,1,Male
E10386,Elijah Silva,61,Legal,Intern,San Francisco,65754,24,1,False,1,1,Male
E10387,Erin Garza,53,Finance,Intern,Bangalore,259450,1,2,True,1,1,Male
E10388,Jennifer Diaz,34,R&D,Intern,Tokyo,120847,25,3,False,0,1,Female
E10389,Eugene Case,56,Operations,Intern,London,33674,36,3,True,1,1,Male
E10390,Maurice Glenn,53,Legal,Mid,Remote,64600,25,2,True,1,1,Female
E10391,Brandon Edwards,41,HR,Mid,London,28600,1,3,True,0,1,Female
E10392,Sarah Bush,33,R&D,Senior,San Francisco,79928,4,4,False,1,1,Male
E10393,Samantha Daniels,42,IT,Lead,New York,19976,21,2,False,0,1,Female
E10394,Sarah Williams,21,R&D,Mid,New York,32178,11,4,False,0,1,Female
E10395,David Rosales,60,Sales,Junior,Remote,32182,17,1,True,1,1,Male
E10396,George Norris,21,IT,C-level,London,29496,11,3,False,0,1,Male
E10397,Michael Willis,55,Sales,Senior,San Francisco,34956,30,1,False,1,1,Female
E10398,Tracy Williams,56,Legal,Junior,Bangalore,100652,26,3,False,1,1,Male
E10399,Paul Hansen,60,Sales,Junior,Remote,23090,20,4,True,0,1,Female
E10400,Scott Collins,53,Legal,VP,Bangalore,117624,29,3,True,0,1,Male
E10401,Scott Hahn,36,Operations,Intern,London,239901,12,5,True,1,0,Male
E10402,Melody Glass,42,Marketing,Senior,Remote,91970,4,5,True,1,0,Male
E10403,Michelle Alexander,47,Finance,Intern,New York,203430,29,4,True,1,0,Male
E10404,Dr. Edwin Williams,22,Operations,Lead,New York,38378,24,3,False,0,1,Male
E10405,Caroline Duncan,52,Marketing,Director,Remote,48065,37,2,False,1,1,Male
E10406,Dana Brown,58,R&D,Intern,Bangalore,112703,-5,1,True,1,1,Male
E10407,Toni Walton,43,Finance,C-level,New York,-6319,1,5,False,1,1,Male
E10408,Duane Anderson,51,Finance,Director,London,60329,29,3,False,0,1,Male
E10409,Kenneth Dorsey,45,Sales,Senior,Remote,46254,7,1,True,1,0,Female
E10410,Justin Smith,34,Operations,Lead,Berlin,70025,16,1,False,1,1,Female
E10411,Timothy Williams,33,Legal,Intern,London,147550,26,4,False,1,1,Female
E10412,Ann Blackburn,28,Admin,Junior,San Francisco,291806,12,4,True,0,0,Male
E10413,Anthony Hall,26,R&D,Lead,San Francisco,94710,5,4,False,1,1,Non-binary
E10414,Cheyenne Miles,38,Finance,Senior,Bangalore,108742,26,2,True,1,0,Male
E10415,Jonathan Perez,44,Finance,Mid,New York,-7970,0,2,False,1,1,Female
E10416,Richard Collins,25,HR,VP,London,73487,1,3,False,1,1,Male
E10417,Mrs. Linda Day,44,Legal,Manager,Bangalore,67321,20,4,False,1,1,Male
E10418,Kelly Dougherty,64,Operations,Junior,London,83800,8,2,True,1,1,Male
E10419,Elizabeth Soto,32,Sales,Intern,New York,158178,14,3,True,0,0,Non-binary
E10420,Valerie Blackburn,36,IT,Mid,Bangalore,136795,2,5,False,0,1,Male
E10421,Sara Padilla,56,R&D,Junior,London,218672,19,3,False,0,1,Male
E10422,Kim Phillips,22,Finance,Senior,Remote,86163,18,5,False,1,1,Male
E10423,Suzanne Marshall,51,Marketing,Manager,Remote,78378,14,4,False,1,1,Male
E10424,Jacqueline Johnson,64,IT,Junior,London,205263,2,4,True,0,1,Male
E10425,Courtney Lynch,61,HR,Intern,London,42784,18,4,False,0,1,Female
E10426,Eric Mcdowell,19,R&D,Senior,San Francisco,64381,32,2,False,0,1,Female
E10427,Andre Nguyen,37,IT,Director,London,54206,38,2,False,1,1,Male
E10428,Jaime Medina,61,Finance,Junior,Bangalore,96043,11,2,True,1,1,Female
E10429,Samuel Phillips,61,IT,Junior,Tokyo,199747,10,3,False,0,1,Male
E10430,Sandra Luna,29,Sales,Manager,Remote,56327,9,4,True,0,0,Male
E10431,Erin Johnson,62,IT,Junior,Tokyo,176253,30,2,True,1,1,Female
E10432,Amy Jackson,29,Operations,Mid,London,44234,36,1,False,1,1,Female
E10433,Jonathan Fields,31,Legal,C-level,San Francisco,27110,3,1,True,1,0,Male
E10434,Darlene Lin,33,Operations,Lead,London,76851,20,3,True,1,0,Male
E10435,Marie Fox,41,R&D,Mid,Tokyo,91828,34,3,False,0,1,Male
E10436,Sean Skinner,50,Operations,Director,San Francisco,67145,10,3,True,1,0,Male
E10437,Lee Novak,52,Legal,Junior,Berlin,14168,36,1,False,1,1,Female
E10438,Rebekah Miller,29,Sales,Lead,Tokyo,20720,29,4,False,0,1,Male
E10439,Andrea Ruiz,41,R&D,Manager,Tokyo,40282,31,3,False,0,1,Male
E10440,Roberto Gonzalez,19,Marketing,Senior,Remote,40119,12,1,False,1,1,Female
E10441,Rhonda Rubio,49,Operations,Manager,Tokyo,65928,0,5,False,1,1,Male
E10442,Brandon Moore,37,HR,C-level,Bangalore,81607,29,4,False,1,1,Non-binary
E10443,Tammy Potter,52,Marketing,Senior,San Francisco,68572,38,1,True,1,1,Male
E10444,Emily Roberts,53,Marketing,Intern,Berlin,148242,6,1,True,1,1,Female
E10445,Carla Marks,46,Sales,Manager,San Francisco,19526,8,4,True,0,0,Female
E10446,Zachary Morgan,43,R&D,Manager,San Francisco,45907,13,5,True,0,0,Male
E10447,Erik Torres,39,Admin,Mid,New York,63019,23,1,False,1,1,Female
E10448,Kelly Cervantes,53,R&D,Mid,Bangalore,112451,25,4,False,0,1,Male
E10449,Diana Foster,32,Legal,Intern,Bangalore,226428,25,1,True,1,0,Non-binary
E10450,William Fleming,43,Legal,Senior,New York,77209,6,5,False,1,1,Male
E10451,Keith Bernard,22,IT,Senior,Tokyo,30571,12,3,False,0,1,Female
E10452,Logan Jenkins,23,Legal,Senior,Bangalore,60738,35,1,False,1,1,Female
E10453,Amanda Garza,55,Admin,Senior,San Francisco,83848,37,1,False,1,1,Female
E10454,Maria Crawford,42,Operations,Mid,New York,38770,2,1,False,1,1,Female
E10455,Lindsay Kim,34,Legal,VP,San Francisco,100240,33,5,True,1,0,Male
E10456,Erik Walker,49,Marketing,Junior,Bangalore,275528,38,4,True,1,0,Male
E10457,Cassandra Mitchell,40,Sales,Senior,San Francisco,-7433,38,5,True,0,0,Male
E10458,Lisa Dyer,40,R&D,C-level,London,29546,38,3,True,0,0,Other
E10459,Richard Rogers,23,R&D,Lead,San Francisco,71399,6,3,True,0,1,Female
E10460,Christopher Johnson,36,Marketing,Intern,Bangalore,287330,28,5,True,0,0,Male
E10461,Andrea Walker,55,R&D,VP,New York,80168,39,1,True,1,1,Male
E10462,Carmen Castillo,61,Sales,Junior,London,165783,21,1,False,1,1,Female
E10463,Stephen Pennington,59,IT,Junior,Tokyo,148703,1,1,True,1,1,Female
E10464,Dale Gamble,61,Finance,Intern,New York,18139,24,3,True,0,1,Male
E10465,Kelly Kennedy,54,HR,Senior,Bangalore,98636,33,4,True,0,1,Female
E10466,Edward Curtis,48,R&D,Senior,San Francisco,74713,8,5,False,1,1,Male
E10467,Angela Sharp,22,Finance,Manager,Berlin,69712,30,1,False,1,1,Female
E10468,Emily Johnson,18,R&D,Lead,London,99524,4,1,False,1,1,Male
E10469,Sharon Browning,28,HR,Senior,Tokyo,84098,31,1,True,1,0,Female
E10470,Lawrence Cabrera,59,R&D,Junior,Berlin,68738,15,5,False,1,1,Male
E10471,Cindy Henry,26,Marketing,Junior,Remote,54740,21,1,False,1,1,Female
E10472,Lisa Wilson,60,Admin,Junior,Bangalore,94053,3,3,False,0,1,Female
E10473,Melissa Hamilton,41,Legal,Senior,Bangalore,111593,12,1,True,1,0,Female
E10474,Joel Kemp,18,Operations,Junior,Tokyo,152400,23,3,False,0,1,Female
E10475,Annette Turner,31,Legal,Mid,Berlin,78854,28,3,False,0,1,Male
E10476,Connie Wright,57,Sales,Junior,Tokyo,23051,21,1,True,1,1,Male
E10477,Mrs. Diana Johnson,49,Sales,Manager,Berlin,68930,5,4,False,1,1,Male
E10478,Charlotte Wilson,39,Sales,Manager,London,47356,8,2,True,1,0,Other
E10479,Emily Santos,53,Operations,Lead,London,40309,34,5,False,1,1,Male
E10480,Michael Sullivan,61,Marketing,Intern,Remote,43551,14,5,True,0,1,Male
E10481,Angel Johnston,45,IT,Junior,Bangalore,117241,22,1,True,1,1,Female
E10482,Christopher Gates,30,Marketing,Senior,Berlin,87632,13,1,False,1,1,Male
E10483,Robert Harding,27,Finance,Junior,London,144089,9,1,True,1,0,Male
E10484,Benjamin Ross,31,Legal,Junior,Remote,133405,29,3,True,0,0,Female
E10485,Michael Taylor,28,Sales,Lead,London,43776,26,2,False,1,1,Other
E10486,Richard Rivera,48,Legal,Junior,San Francisco,130931,37,2,False,1,1,Female
E10487,John Barr,55,HR,Lead,Bangalore,91018,30,2,False,1,1,Female
E10488,Debra Marsh,64,Admin,Junior,Remote,82723,31,3,False,1,1,Female
E10489,Jared Carr,61,Finance,Junior,San Francisco,59611,23,1,True,1,1,Female
E10490,Melissa Davis,30,IT,Intern,New York,154429,17,1,False,1,1,Male
E10491,Jennifer Levine,61,IT,Intern,San Francisco,68879,18,1,True,1,1,Female
E10492,Andrew Curtis,48,R&D,Director,Berlin,66984,9,1,True,1,0,Male
E10493,Cynthia Davis,22,R&D,Senior,Tokyo,59736,26,1,False,1,1,Female
E10494,Alexander Alvarez,51,Marketing,Junior,Remote,64976,9,4,True,0,1,Female
E10495,Lisa Rodriguez,28,Marketing,C-level,San Francisco,25452,21,1,True,1,0,Male
E10496,Brian Parker,20,Marketing,Senior,London,50737,17,4,True,0,0,Male
E10497,Andrew Sellers,37,IT,Lead,San Francisco,66505,29,1,True,1,1,Female
E10498,Jared Vargas Jr.,43,Finance,Senior,Bangalore,136845,9,3,True,1,0,Male
E10499,Matthew Small,27,HR,Senior,Remote,52553,18,3,False,1,1,Female
E10500,James Smith,27,Marketing,Manager,Berlin,39905,2,1,False,1,1,Female
E10501,Victoria Jones,18,Sales,Junior,Berlin,35136,23,4,False,0,1,Female
E10502,Christopher Gonzalez,54,HR,Senior,San Francisco,34429,39,2,False,0,1,Female
E10503,Erin White,61,Legal,Junior,Remote,54459,26,1,True,1,1,Female
E10504,Sarah Ramos,19,IT,Mid,Bangalore,57937,38,2,False,1,1,Female
E10505,Nichole Stevens DDS,45,Admin,Lead,Berlin,83378,6,4,True,0,0,Female
E10506,James Fisher,63,Finance,Intern,Remote,193267,15,2,False,1,1,Male
E10507,Deborah Lopez,36,R&D,Director,Berlin,78216,13,3,False,1,1,Male
E10508,Sarah Peters,22,Admin,Intern,Tokyo,306027,15,3,True,1,0,Male
E10509,Annette Cohen,51,Operations,Lead,Tokyo,60340,17,1,True,1,1,Female
E10510,Jaime Thompson,54,Operations,Intern,Berlin,170112,30,1,False,1,1,Female
E10511,Matthew Miller,60,HR,Junior,San Francisco,57524,0,2,False,1,1,Male
E10512,Angela Nguyen,59,Finance,Junior,New York,4981,18,4,True,0,1,Male
E10513,Lori Jackson,62,HR,Junior,Remote,29630,34,2,True,1,1,Female
E10514,Suzanne Barrera,47,R&D,Senior,Bangalore,120297,35,1,False,1,1,Male
E10515,Kimberly Johnson,25,IT,Senior,New York,-10258,12,1,True,1,1,Female
E10516,David Jenkins,28,HR,Senior,Bangalore,100611,19,4,False,0,1,Male
E10517,Christopher Scott,26,HR,Mid,London,37409,14,4,False,0,1,Female
E10518,George Bentley,28,Admin,Senior,London,103677,11,3,False,0,1,Female
E10519,Penny Cook,51,Operations,Senior,San Francisco,25680,3,1,False,1,1,Female
E10520,Amy Martinez DVM,41,Operations,Junior,San Francisco,16153,26,3,True,1,0,Female
E10521,Kelsey Norris,55,HR,Senior,New York,32237,25,5,True,0,1,Male
E10522,Robert Sanchez,22,HR,Senior,Tokyo,26868,35,1,False,1,1,Female
E10523,Scott Bennett,30,Admin,Intern,New York,-50000,29,2,False,1,1,Male
E10524,Amy Floyd,60,Admin,Intern,London,92048,36,4,True,0,1,Male
E10525,Michael Owen,45,Marketing,VP,Remote,19160,29,3,True,0,0,Male
E10526,James Harper,25,Legal,Mid,San Francisco,51418,10,4,True,1,0,Female
E10527,Richard Jackson,21,Sales,Intern,Bangalore,190310,24,2,False,1,1,Male
E10528,Tina Garcia,39,Operations,Mid,Remote,78307,39,2,True,1,0,Male
E10529,Kristen Walker,37,Marketing,Lead,Remote,73156,16,2,True,1,0,Male
E10530,James Daniels,61,Finance,Intern,New York,66173,28,4,True,0,1,Male
E10531,Daniel Shields,43,R&D,Mid,Remote,53066,37,5,True,1,0,Other
E10532,Jose Webster,51,Sales,Mid,San Francisco,60249,8,3,True,1,1,Male
E10533,Kelly Reeves,33,Finance,Manager,Bangalore,129186,27,1,True,1,0,Non-binary
E10534,Aaron Dyer,35,Legal,C-level,San Francisco,20617,34,3,True,0,0,Male
E10535,Jennifer Singleton,62,Marketing,Junior,New York,68597,3,1,False,1,1,Female
E10536,Ryan Cunningham Jr.,35,Admin,Manager,Bangalore,135801,23,1,False,1,1,Female
E10537,Yolanda Hill,21,IT,Manager,San Francisco,86850,16,4,True,1,0,Male
E10538,Charles Nielsen,46,Marketing,VP,Tokyo,54289,7,2,True,1,0,Male
E10539,Patricia Nixon,39,Operations,Junior,Bangalore,312279,24,4,False,0,1,Male
E10540,Angela Johnson,43,Operations,Lead,New York,7857,3,4,False,0,1,Female
E10541,Ann Jenkins,30,Admin,Mid,Remote,126579,18,3,False,0,1,Male
E10542,Peter Singleton,29,Legal,C-level,Tokyo,30397,12,3,True,1,0,Male
E10543,Annette Brewer,37,Finance,Mid,London,48370,24,2,True,1,0,Male
E10544,Robert Jackson,40,R&D,Junior,London,17365,27,1,False,1,1,Female
E10545,Melissa Sparks,22,HR,Junior,London,161531,0,4,False,0,1,Female
E10546,Christine Flores,40,Finance,Mid,Berlin,77012,1,4,False,1,1,Male
E10547,Tiffany Morrow,47,Operations,Intern,London,254977,32,1,False,1,1,Male
E10548,Sydney Rangel,35,HR,Intern,London,206043,7,2,True,1,0,Male
E10549,Melanie Moore,33,Finance,Lead,New York,2098,16,4,True,1,0,Male
E10550,Nathaniel Collins,21,HR,C-level,Remote,22685,32,4,False,0,1,Male
E10551,Scott Zimmerman,25,Operations,Mid,London,42198,7,4,True,0,0,Female
E10552,Richard Lewis,45,Marketing,Mid,Tokyo,71681,26,2,True,0,0,Female
E10553,Scott Atkins,47,Finance,VP,Remote,79921,25,1,True,1,0,Male
E10554,Ashley Martinez,58,Operations,Intern,Bangalore,96210,28,2,True,1,1,Other
E10555,Joseph Irwin,58,Legal,Intern,Tokyo,75100,13,3,False,1,1,Male
E10556,Kelly Diaz,21,Operations,C-level,London,36005,6,2,False,1,1,Male
E10557,John Hernandez,38,Admin,VP,New York,102714,32,2,False,1,1,Male
E10558,Tiffany Booth,25,Finance,Intern,Remote,224664,18,4,True,0,0,Male
E10559,Bryan Jones,41,Operations,Mid,Tokyo,70714,17,4,False,0,1,Male
E10560,Tracy Bailey,42,Marketing,C-level,Tokyo,37190,20,1,False,1,1,Male
E10561,Scott Buck,57,Operations,Junior,London,159780,26,4,True,1,1,Male
E10562,Adam Finley,58,Admin,Junior,New York,98841,35,3,True,0,1,Male
E10563,Laura Moran,46,Marketing,Director,Bangalore,107306,4,1,True,1,0,Male
E10564,Justin Rodriguez PhD,60,HR,Intern,New York,35901,28,3,False,0,1,Female
E10565,Pamela Mclaughlin,26,Finance,Senior,Berlin,80379,0,2,True,1,0,Male
E10566,Samantha Butler DVM,57,HR,Junior,London,35380,16,3,False,1,1,Female
E10567,Christina Powell,22,R&D,Director,London,32616,3,1,True,1,0,Male
E10568,Jeffrey Sampson,32,Sales,Mid,Bangalore,79779,22,1,True,1,0,Female
E10569,Pamela Miller,48,Marketing,Mid,Berlin,21321,31,1,True,1,0,Female
E10570,Christopher Nichols,18,HR,Lead,Tokyo,68021,36,5,True,0,0,Male
E10571,Brian Swanson,38,Marketing,Junior,San Francisco,185863,3,3,True,1,0,Male
E10572,Misty Nguyen,44,Admin,Senior,Berlin,97402,16,5,True,1,0,Male
E10573,Michael Hansen,25,Sales,Junior,New York,126357,16,2,False,1,1,Female
E10574,Robert Cook,28,Marketing,Mid,London,72421,27,2,False,1,1,Female
E10575,Kathleen Henson,48,HR,Senior,Bangalore,107187,34,2,True,0,0,Female
E10576,Deborah Conway,25,Admin,Lead,San Francisco,130120,39,5,True,0,0,Male
E10577,Douglas Campbell,41,Legal,Intern,Berlin,202152,20,5,False,1,1,Male
E10578,Darryl Huff,44,Admin,Manager,San Francisco,100022,7,3,True,1,0,Male
E10579,Rachel Thompson,63,Operations,Junior,Bangalore,109107,19,5,False,0,1,Male
E10580,Brittany Rosales,32,Operations,Mid,Remote,16769,12,2,True,0,0,Female
E10581,Priscilla Mendez,49,Sales,Mid,San Francisco,34314,15,4,False,0,1,Male
E10582,Nicole Guerra,21,HR,Senior,Tokyo,66674,17,1,True,1,0,Female
E10583,David Austin,60,Admin,Junior,New York,-39921,34,1,True,1,1,Female
E10584,William Williams,44,R&D,Director,San Francisco,74877,22,1,True,1,0,Male
E10585,Krystal Porter,22,Marketing,VP,Berlin,96779,35,5,True,0,0,Male
E10586,Manuel Evans,22,IT,VP,Remote,90807,30,1,True,1,0,Male
E10587,Janet Odonnell,38,IT,Manager,Remote,58302,10,2,False,1,1,Non-binary
E10588,Amanda Walsh,60,Marketing,Junior,Berlin,20227,30,4,True,0,1,Male
E10589,Erica Hernandez,63,Marketing,Junior,Berlin,108711,9,4,False,1,1,Other
E10590,Christopher Turner,62,Legal,Junior,Tokyo,61244,30,1,True,1,1,Male
E10591,Thomas Lee,52,R&D,Director,Remote,91583,27,5,True,0,1,Male
E10592,George Castillo,60,Sales,Intern,Berlin,-710,5,1,True,1,1,Female
E10593,Frank Murray,35,HR,Junior,Tokyo,51486,1,4,True,0,0,Female
E10594,Andrea Miles,59,Admin,Intern,San Francisco,123360,27,1,False,1,1,Female
E10595,Angela Black,53,HR,Mid,San Francisco,20774,30,3,True,0,1,Female
E10596,Matthew Singh,44,Admin,Intern,London,318153,6,4,False,1,1,Male
E10597,Jared Scott,36,R&D,Lead,San Francisco,53922,17,1,False,1,1,Female
E10598,Manuel Baird,41,Marketing,Intern,New York,168985,22,2,False,1,1,Male
E10599,Craig Sullivan,27,Admin,Mid,Remote,92059,-5,4,True,1,0,Male
E10600,Mark Gamble,48,Marketing,VP,Remote,78880,27,1,False,1,1,Male
E10601,Candace Thomas,32,Operations,Mid,Berlin,58268,38,3,True,0,0,Male
E10602,Christopher Haney,39,Finance,VP,London,70482,13,5,False,0,1,Male
E10603,Rachael Holland,19,Marketing,Senior,San Francisco,50234,13,3,True,0,0,Female
E10604,Christian Clark,39,HR,Mid,San Francisco,68961,5,5,False,1,1,Male
E10605,Anthony Barrera,38,Admin,Senior,Berlin,98953,26,1,False,1,1,Male
E10606,Daniel Anderson,64,Operations,Intern,Berlin,39467,34,1,False,1,1,Male
E10607,Rachel Rogers,27,HR,Senior,Tokyo,86525,21,2,True,1,0,Non-binary
E10608,Ian Powell,24,Marketing,Mid,Remote,42367,13,3,False,1,1,Female
E10609,Amanda Wells,54,Operations,Intern,Bangalore,175729,1,1,False,1,1,Female
E10610,Heather Lee,52,Finance,Mid,Remote,14600,17,1,True,1,1,Female
E10611,Paula Holloway,40,Sales,Senior,San Francisco,36821,19,5,False,0,1,Other
E10612,Joseph Perez,55,IT,Junior,San Francisco,177964,16,1,False,1,1,Female
E10613,Erin French,29,R&D,Senior,London,76699,17,4,False,1,1,Male
E10614,Sharon Patterson,55,Finance,Senior,Bangalore,141145,6,4,True,1,1,Male
E10615,Katie Hernandez,45,Legal,Mid,San Francisco,49351,26,4,True,0,0,Female
E10616,Joseph Scott,26,Finance,Mid,New York,18698,9,1,False,1,1,Female
E10617,Susan Simmons,37,HR,Manager,New York,30429,18,1,True,1,0,Male
E10618,Jose Bass,29,Admin,Manager,Bangalore,149883,32,1,False,1,1,Female
E10619,Randy Sanchez,26,Legal,Lead,Bangalore,121933,15,1,True,1,0,Male
E10620,Courtney Lawson,19,IT,VP,London,47796,26,3,True,0,0,Male
E10621,Mario Leon,50,HR,VP,San Francisco,67426,33,3,False,0,1,Male
E10622,Elizabeth Smith MD,61,Finance,Intern,Remote,33177,18,4,True,0,1,Female
E10623,Christopher Hall,55,Finance,Senior,New York,50535,26,1,True,1,1,Female
E10624,Nicholas Williams,35,Operations,Lead,New York,25351,0,3,True,1,1,Male
E10625,Alicia Sanchez,61,Operations,Junior,Tokyo,182631,12,2,True,1,1,Male
E10626,Monica Jimenez,41,Legal,Senior,Remote,23081,36,4,True,0,0,Female
E10627,Todd Spencer,40,R&D,Mid,London,54653,30,1,True,1,1,Female
E10628,James Ballard,56,Legal,Junior,Bangalore,89211,12,3,True,0,1,Male
E10629,Daniel Thomas,22,IT,Lead,Remote,44938,4,4,False,0,1,Female
E10630,Richard Graham,45,Marketing,Junior,Tokyo,120115,9,1,True,1,0,Female
E10631,Theodore Carney,26,Marketing,Senior,Tokyo,81192,9,2,False,1,1,Male
E10632,Stephanie Williams,46,Operations,Senior,San Francisco,50018,29,3,False,0,1,Female
E10633,William Garcia,59,IT,Junior,New York,15442,7,4,True,0,1,Male
E10634,Donald Hernandez,56,Finance,Junior,Tokyo,24456,38,4,True,1,1,Male
E10635,Jeremy Rogers,52,R&D,Mid,San Francisco,100811,5,4,True,0,1,Non-binary
E10636,Jennifer Wade,32,Operations,Manager,New York,44621,3,4,False,0,1,Male
E10637,Tony Bowen,30,Sales,Senior,London,18616,22,2,True,1,0,Male
E10638,Katherine Castro,35,Marketing,VP,Berlin,70392,5,3,True,0,0,Male
E10639,Monica Oconnell,23,Sales,Manager,San Francisco,58460,0,5,True,1,0,Male
E10640,Anita Martin,42,Sales,Senior,Remote,29561,7,1,False,1,1,Male
E10641,Laura White,45,Finance,Mid,San Francisco,65734,25,2,True,1,0,Male
E10642,Melissa Leonard,56,Sales,Junior,New York,24455,4,4,False,0,1,Male
E10643,Barry Knight,44,Operations,Intern,Berlin,206334,6,2,True,1,0,Male
E10644,Jacob Edwards,35,Admin,VP,Berlin,113013,22,1,True,1,0,Male
E10645,Jay Andrews,23,R&D,Manager,San Francisco,103640,27,3,False,0,1,Male
E10646,Melissa Young,50,Legal,Manager,Berlin,87714,24,3,True,1,0,Female
E10647,Austin Thompson,30,HR,Mid,Berlin,49545,1,3,False,1,1,Male
