ticket_id,request_type,priority,status,created_date,resolved_date,sla_breach,assigned_group,assignee,requester,category,subcategory,impact,resolution_description,time_to_resolution
efd27a70-2e97-473f-ac3f-8fe6d4f055e0,Incident,Medium,Closed,2022-12-30 05:12:02,2023-01-05 05:12:02,True,Network,Heather Villegas,Victor Gutierrez,Service Request,Software,High,Never stay together bring property position.,6.0
21f7896b-00d0-47d8-99ba-5c201fbd4ffe,Incident,Critical,Closed,2022-05-25,2022-05-29,True,Security,Destiny Bailey,William Summers,Incident,Other,High,Million determine already today.,16.366153846153846
be13b876-accc-474a-8a9c-98dd3ba2d451,Service Request,Medium,In Progress,2021-02-20 11:49:11,,False,Database,Rebecca Stone,Jeffery Ortega,Change Request,Hardware,Low,Mind foreign past suddenly any agency today.,
9a31e247-fe25-45dc-9363-db84f4334617,Service Request,Critical,Resolved,2023-06-20 14:33:49,,False,Application,Amy Figueroa,Michael Young,Change Request,Other,High,Talk create think particularly everyone crime small ago.,
95117193-ce7c-487a-9ec4-880721b8c8e4,Incident,Medium,Open,2023-05-28 23:48:34,,False,Network,Anthony Keller,Anthony Williams,Change Request,Other,Low,Focus instead carry this hundred style prove.,
62eea0af-b3fa-4f30-8df8-082ec8d8c768,Service Request,High,Pending,2022-06-30 21:26:38,2022-07-01 21:26:38,False,Support,Victor Valencia,Charles May,Change Request,Software,High,Quickly organization than reason.,1.0
d5ef5456-40b3-42e2-b313-c3a4ebfa355f,Service Request,Low,Resolved,2022-02-07 11:58:01,2022-02-17 11:58:01,True,Network,Kristen Long,Sarah Simmons,Change Request,Other,Low,Day job director girl smile two arrive.,10.0
0af3d6bb-c25b-49ed-8d2b-9cb5b4a5b156,Incident,Medium,Open,2021-04-01 22:37:36,,False,Network,Angelica Bauer,Kevin Page,Incident,Network,Medium,Over four seven turn.,
da397572-f320-49fb-b290-2f607eacf7f8,Service Request,High,Closed,2021-06-24 01:59:08,2021-07-04 01:59:08,True,Application,Lori Atkinson,Linda Pierce,Change Request,Network,Medium,Must business against color peace beat.,10.0
32ef9d40-7b1d-4f39-b16b-f5348825395d,Service Request,Low,Resolved,2021-07-31 12:34:02,,False,Application,Denise Lee,Tyrone Gentry,Incident,Network,High,Challenge institution ability agency away somebody.,
ce1a82d6-4063-4ad4-8a80-2c75fead197d,Service Request,Low,Open,2021-06-24 07:27:17,,False,Database,Michael Moss,Catherine Watkins,Incident,Software,High,Movement clearly able individual experience type.,
162260a5-f9dd-41e0-9aef-06338d838875,Incident,Medium,In Progress,2022-01-02 12:47:04,,False,Database,Sheryl Hernandez,Katrina Sweeney,Service Request,Network,Low,Yet design they admit raise still.,
6f1111a4-fbaa-4035-8896-ddc1639e70bc,Incident,High,Resolved,2021-05-22 03:50:42,2021-05-27 03:50:42,False,Security,Jessica Hoover,David Caldwell,Change Request,Software,Low,Per pressure this once.,5.0
438b04c6-6beb-4ac9-8c6d-e3ad266e4f61,Incident,High,Resolved,2022-04-30 19:09:53,,False,Security,John Luna,Timothy Jennings,Change Request,Hardware,High,Cost have ground guy floor close short.,
d4353cf5-3966-4938-a1d2-8eb4e2d69049,Incident,Medium,In Progress,2020-03-22 12:00:32,2020-03-25 12:00:32,False,Application,Lindsey Stone,Carolyn Austin,Incident,Software,Medium,Think price near success participant.,3.0
3217a8e8-609a-493d-bf83-0f642e1055a1,Service Request,Medium,Open,2022-02-25 20:57:58,,False,Database,William Kent,John Gutierrez,Incident,Network,Medium,Describe hard fill drug kitchen to.,
959f0ae3-ecd5-4a99-b014-0de4bf8e09c7,Incident,Medium,Closed,2021-11-27 01:12:38,2021-11-30 01:12:38,False,Network,Mark Stewart,Leonard Long,Incident,Access,Medium,Claim stuff rock meeting foreign bar bit.,3.0
19e1e964-d35b-4049-8db2-144fb68c6ff4,Incident,Critical,In Progress,2020-07-13 22:18:41,2020-07-20 22:18:41,True,Network,Catherine Murray,Latoya Owens,Incident,Hardware,High,Leave already board industry.,7.0
6ebd4426-7afc-4c31-9818-2e284db277ac,Service Request,Low,Open,2020-03-10 08:20:02,2020-03-20 08:20:02,True,Network,Mary Hunter,Jeffrey Bentley,Incident,Access,High,Reality thousand environment course door sometimes.,10.0
5009361a-fe52-4fa5-8595-3a103f6d5505,Incident,High,Resolved,2020-09-30 18:03:52,,False,Support,Sierra Farley,Courtney Anderson,Incident,Other,Low,Season through gas tend enjoy door best.,
0811997b-1787-4c20-acd4-f7b7de7b0d8c,Service Request,Medium,Resolved,2023-03-04 20:51:19,,False,Application,Dr. Jeremy Johnson,Collin Beltran,Incident,Access,Low,Travel home here impact course partner week statement.,
d3f2c8f1-107c-4730-ba9a-4fcbe1d669e5,Service Request,Critical,Resolved,2021-06-13 01:45:41,2021-06-18 01:45:41,False,Database,Victoria Garza,Emily Cooper,Change Request,Access,Medium,Mind hope raise operation.,5.0
89ffa757-cfc7-4669-b820-4b0df94da5a5,Service Request,Low,Closed,2023-08-28 15:05:59,,False,Security,Connor Williams,Kathy Mcdonald,Change Request,Software,Low,Everyone model yeah condition beautiful paper.,
b6ed73cc-3468-401d-ac2b-de97d6428b00,Incident,Critical,Closed,2023-02-05 07:13:07,,False,Database,Steven Mccullough,Steven Coleman PhD,Service Request,Software,High,Every make ball actually current person easy.,
21cfbf00-a8c4-49ae-95cf-910aa500a6da,Service Request,Critical,Closed,2020-12-09 15:16:02,,False,Security,Alicia Williams,Michael Oliver,Service Request,Access,Medium,Other perform most let our.,
7d0f6f83-0769-412d-82e0-7a084107f23c,Service Request,High,Closed,2020-06-21 10:35:47,2020-06-30 10:35:47,True,Application,Gregory Hill,Susan Hogan,Incident,Software,High,Cup brother great show.,9.0
743d82be-31ca-4677-8542-5fb7eeb6e26e,Incident,Medium,In Progress,2022-03-19 18:20:43,,False,Database,Kimberly Mcclain,Mandy Gonzalez,Service Request,Software,Medium,Clearly put others spring still possible.,
483ef992-72a6-4f03-b20d-45860a9a7ab4,Service Request,Critical,In Progress,2020-05-18 22:08:15,,False,Security,Kimberly Ray MD,Martha Davis,Change Request,Software,Medium,More ten reduce good break meet red.,
f6083cbf-68f8-4011-935e-068f511d8f00,Incident,Critical,Open,2021-07-20 06:25:47,,False,Support,Jason Johnson,Valerie Morales,Service Request,Other,High,Action yourself southern entire.,
a1306e9e-22f5-4463-8e3b-35cb847d986f,Incident,Critical,Closed,2021-06-07 22:50:48,,False,Database,Amy Rose,Melissa Morales,Change Request,Hardware,Medium,Around option course size.,
2809d6af-ff25-41da-9380-2f1d9f722b4c,Incident,Medium,In Progress,2023-08-10 16:40:06,,False,Network,Kathleen French,Mrs. Kimberly Contreras,Service Request,Hardware,Low,Then ten up forget pay.,
99c47b8b-b107-4c18-8bb0-827024f96afb,Service Request,Medium,Open,2023-02-11 08:25:27,2023-02-20 08:25:27,True,Security,Teresa Watson,Ronald Coleman,Incident,Other,High,Cell part attack other.,9.0
8f482730-0360-4d42-9984-d471d57ca057,Incident,Low,In Progress,2021-09-13 03:23:47,,False,Network,Christina Miller,Brandy Hernandez,Incident,Software,Medium,Sure activity door blood hear develop.,
550fa7de-4150-4f63-a272-5bfde99cf43a,Service Request,Low,Resolved,2022-08-29 00:32:03,2022-09-02 00:32:03,False,Security,Stephen Williams,Jeremiah Duncan,Service Request,Software,Low,Trial sister theory act.,4.0
b0ab723d-bdc6-4610-9fda-51fe8085b62a,Incident,Critical,Resolved,2021-07-06 23:12:55,,False,Network,Eric Hamilton,Jack Thompson,Service Request,Network,Medium,Media song her rather six.,
5e02eeb5-6080-4c62-9d54-b8352611a8f7,Service Request,Low,Closed,2022-05-05 18:09:26,2022-05-09 18:09:26,False,Database,Amber Ryan,Anne Scott,Service Request,Software,High,Doctor new finish drug health set have top.,4.0
d9c90657-1a2d-4ea9-8c74-e24c80c9242b,Incident,High,Resolved,2021-08-23 20:26:28,2021-08-25 20:26:28,No,Network,Maureen Hayden,Tammy Mosley,Change Request,Hardware,Low,Short center wonder budget.,2.0
b530ff9b-2ecb-4239-ab4f-b4ebde693bed,Service Request,Low,Resolved,2022-05-05 05:41:17,2022-05-08 05:41:17,False,Network,Chelsea Black,Veronica Hernandez,Incident,Software,Low,Method dark television speak job.,3.0
cb44022b-d377-4086-9d53-f35a6d7e8ea2,Service Request,Medium,In Progress,2020-06-01 15:06:46,2020-06-04 15:06:46,False,Database,Martha Gill,Jordan Wright,Incident,Network,Low,Often ability true hold.,3.0
8d2b38aa-2c8a-47f2-a69b-0ad7234b9283,Service Request,High,Closed,2020-06-18 16:15:43,2020-06-26 16:15:43,True,Application,William Warren,Frank Hardy,Incident,Other,Medium,Fall pattern either agency cause research.,8.0
14253422-55af-406a-94df-2d2d8a2e3b6b,Service Request,High,Open,2020-03-11 07:49:04,,False,Support,Michelle Williams,Lisa Reynolds,Service Request,Access,Medium,Strategy above really friend after back.,
e3b7c3e4-28ca-4b30-931f-75592d350ca8,Incident,Critical,Closed,2020-12-28 19:22:46,,False,Support,Randy Chandler,Julian Henderson,Service Request,Access,Medium,Police stay eat ability improve long shake.,
02a6b521-a81e-4e79-8af6-fdfd03bca6c2,Service Request,Medium,Closed,2020-03-25 09:53:00,,False,Network,Jacqueline Johnson,John Freeman,Incident,Other,High,Call foreign poor environment itself mind.,
c479e6d1-541c-49e0-b899-6bfcfd25b6ed,Service Request,High,Closed,2021-01-11 23:29:48,,False,Application,David Duncan,Susan Wilson,Change Request,Software,Medium,Candidate mind kind seven.,
ae664427-8902-45a9-b061-c64238631a40,Incident,Medium,Closed,2023-09-08 10:43:56,,False,Security,Joshua May,Gregory Garrison,Incident,Network,Medium,Lose sometimes positive scientist more pressure top.,
a22e8cae-6705-450f-b7fa-c5171f0a462b,Incident,Medium,Open,2023-01-02 09:34:50,2023-01-10 09:34:50,True,Database,Jasmine Walker,Judith Dunn,Incident,Software,High,Rise sport that today.,8.0
3e67c90d-46e2-4a34-a0bc-906f1c382d6b,Incident,High,In Progress,2020-11-15 00:40:19,,False,Security,Joshua Richardson MD,Alexander Thompson,Service Request,Hardware,Low,Bar cut hand nice fund.,
0c9fc658-cd4f-4d81-977b-fb8c6ab95202,Service Request,High,Open,2021-09-08 15:10:28,2021-09-13 15:10:28,False,Security,Michelle Tyler,Lee Davis,Service Request,Software,Low,Standard why business feeling.,5.0
46a089d5-e533-4be5-9a98-3fee9f316e7f,Service Request,Critical,Closed,2020-09-07 13:05:01,,False,Network,Stephen Chapman,Jason Clark,Change Request,Hardware,High,Glass travel member occur body when issue now.,
35874731-6cda-4ac6-8483-cae1cb0d4fcd,Service Request,High,Open,2020-09-28 22:52:09,,False,Security,Jaclyn Ray,Nathan Harper,Change Request,Other,Low,Price dream key theory report audience century.,
a2dacbf5-649e-4f15-b3fb-bb8d4d141d3b,Incident,Medium,Open,2022-01-12 11:50:11,2022-01-14 11:50:11,False,Network,Shannon Fisher,Victoria Hernandez,Incident,Other,Medium,Unit stay side.,2.0
4680163d-1ec8-4c49-bea2-9d7b815c0a52,Service Request,Low,Open,2021-10-30 07:13:28,2021-11-08 07:13:28,True,Application,James Watkins,Jennifer Thompson,Change Request,Software,High,Situation window hotel.,9.0
a7970718-b794-4c65-addf-4140fb05ee55,Incident,Critical,Closed,2023-06-19 09:38:14,2023-06-20 09:38:14,False,Database,Michael Perkins,Vickie Henry,Incident,Software,Medium,Peace heart participant day discussion though whom.,1.0
191c7e2c-d7f8-496e-9bd4-3f328b4d3b0b,Service Request,Critical,Closed,2021-06-01 10:42:01,,False,Database,Rhonda Mclean,Dustin Chan,Incident,Access,High,Identify upon answer save issue.,
cbd616fd-1d2c-4529-b781-4a59ac9059cf,Service Request,Medium,Open,2022-10-14 14:13:38,,False,Support,Shannon Boyd,Cynthia Stephens,Incident,Hardware,High,Already mother also about.,16.366153846153846
d9353553-f047-4120-a41f-fa0a502eb0ad,Service Request,Critical,Open,2020-08-23,2020-08-26,True,Support,Andrew Sims,Heidi Haynes,Change Request,Access,Low,Someone successful past.,9.0
29c2c16f-c9a0-41e2-9e26-d40e847fb336,Incident,Medium,Open,2021-05-01 20:47:26,,False,Support,Scott Ramos,Hector Brady,Incident,Network,Low,Among policy appear call.,
3a1ea4be-057d-426e-af16-d600c3c96bf8,Service Request,High,Open,2023-04-30 09:24:12,2023-05-06 09:24:12,True,Support,Dalton Robinson,Mr. Kenneth Rodriguez,Service Request,Software,Medium,Concern teacher moment interesting seven send official.,6.0
0b70e57d-be76-4850-9fce-32fd51396b2c,Service Request,High,Closed,2021-01-27 20:25:53,,False,Security,Crystal Rivers MD,Larry Thompson,Incident,Other,High,Same mouth hit thought lot feel impact.,
e70027f6-1b4f-4780-be6d-269765d91024,Incident,Low,Open,2023-06-05 21:16:38,,False,Database,Ethan Henry,Christopher Cole,Service Request,Software,Medium,Think specific head reflect much peace heavy.,
9e1b03f8-c6eb-4011-b286-351a51ed3f99,Service Request,Low,Open,2021-05-12 18:49:00,2021-05-21 18:49:00,True,Network,James Adams,Autumn Morgan,Service Request,Other,Low,Already radio decision card ability crime.,9.0
41621574-8110-4a9f-a235-b51db05391e7,Incident,Medium,Open,2020-04-27 09:18:53,2020-05-01 09:18:53,False,Application,Kristen Sims,Kathleen Rodriguez,Service Request,Network,Medium,Arm despite customer Republican summer seek necessary present.,4.0
2d605cac-5133-44fd-98d8-6708d9b09afd,Incident,Low,Open,2022-04-02 14:05:41,2022-04-05 14:05:41,False,Network,Taylor Shepherd,Taylor Ferguson,Service Request,Network,Low,Try state manager anything once responsibility party series.,3.0
6ccfbbdf-f606-4757-b95a-3ee99993d5a4,Incident,Medium,Closed,2022-04-20 21:51:18,,False,Network,Robin Aguilar,Brian Huffman,Service Request,Access,Medium,Young major because black.,
1248cf3f-e923-4ef4-92df-34b24080261c,Service Request,Critical,Open,2020-03-21 18:19:45,2020-03-29 18:19:45,True,Security,Jessica Hansen,Jamie Valdez,Change Request,Network,Medium,New food past plan yeah relate.,8.0
563f1bc6-317c-42c9-89ec-4b8afc2a0610,Incident,Low,In Progress,2023-07-28 12:13:27,,False,Database,Raymond Bates,Ryan Nichols,Change Request,Other,Low,Rule close seat report.,
5f11efaf-90d3-4de7-900b-df27662f2591,Service Request,Critical,Resolved,2020-08-03 10:39:20,,False,Network,Tony Hunter,John Roberson,Service Request,Access,Medium,Suffer explain such national community more plant.,
54aa1264-9df2-4792-aacb-fb53bde20a50,Service Request,Medium,Closed,2023-03-27 22:05:10,2023-04-01 22:05:10,False,Security,Kayla Morris,Nancy Burton,Change Request,Other,Medium,Change and citizen personal.,5.0
c152c13f-1df0-4825-9144-4012b8d8300e,Service Request,Medium,Closed,2021-03-22 16:04:23,2021-03-28 16:04:23,True,Application,Danielle Meyer,Karen Turner,Change Request,Access,Low,Remain among store test.,6.0
2a83ad75-bfe7-4776-a7f8-fe35ac10df96,Incident,High,In Progress,2023-07-07 09:35:59,,False,Database,Ashley Smith,Margaret Rodriguez,Change Request,Software,Medium,Sing stay must vote cultural.,
6fb10278-ec59-46d1-889a-e8f5315c3c33,Service Request,High,Open,2022-08-11 20:57:05,2022-08-16 20:57:05,False,Network,James Galvan,Jill Browning,Change Request,Network,Low,Doctor order head art evening center teach.,5.0
9e48ff1f-de82-40a3-a15f-fcd9c4c63659,Service Request,Low,Resolved,2022-11-13 20:56:28,,False,Network,John Murray,Juan Stuart,Change Request,Access,Medium,Store view write note approach blood conference.,
6ecfa26a-5e9d-4a17-bf38-47a4328c44e1,Incident,Medium,Resolved,2020-02-13 05:39:30,2020-02-23 05:39:30,True,Database,Michael Bartlett,Michele Rivera,Service Request,Access,High,Lot color old rate dream great identify.,10.0
2440bd0b-e651-4bad-be9d-302b79b611eb,Service Request,Medium,Open,2021-12-04 18:15:14,,False,Network,Marc Christensen,Anthony Martin,Service Request,Other,High,Class growth try above meeting require single.,
b5f2b23c-283d-4b87-be0d-af6d66668a0e,Incident,Low,Open,2020-11-02 02:37:42,2020-11-06 02:37:42,False,Database,Thomas Christian,Amber Wilkinson,Incident,Other,Low,Detail family measure third music others.,4.0
14ca5c9b-ddaa-487d-a28b-233b82e7175b,Incident,Medium,Open,2022-02-23 15:07:40,2022-03-03 15:07:40,True,Support,Anthony Lopez,Leah Ford,Change Request,Software,High,Follow both last nice result area.,8.0
3d6ec79e-865c-48ef-a340-c684e130d713,Service Request,Low,Open,2020-12-09 00:22:23,2020-12-19 00:22:23,True,Network,Brooke Brady,Kimberly Perez,Incident,Access,Medium,Family the bank turn.,10.0
5de00658-f84f-4e43-8a91-8d264d9eafa4,Incident,Low,Resolved,2023-08-30 19:17:49,2023-09-06 19:17:49,True,Database,Jessica Jackson,Drew Wong,Service Request,Network,Medium,Heart contain according.,7.0
0aa90cc3-dcf5-44b1-817d-0aedf7574e33,Incident,High,Open,2022-07-03 09:49:54,2022-07-12 09:49:54,True,Support,Michelle Lee,Amy Thomas,Change Request,Access,Medium,Population feeling leave serious prevent several big.,9.0
7616eca5-da9f-40b7-bb6b-518e13e3b228,Incident,Critical,Open,2023-05-05 10:56:55,2023-05-10 10:56:55,False,Network,Bruce Mitchell,Joshua Evans,Service Request,Software,Low,Perhaps large close gun style the loss.,5.0
c1c4ea5f-5d96-4ad3-b044-07b4240d8375,Incident,High,Open,2021-05-02 08:00:12,,False,Application,Allison Taylor,Gregory Hudson,Incident,Other,Medium,Property almost oil tough fish.,
68aee151-cbf2-41bc-ba32-2ea861fedfda,Service Request,Medium,In Progress,2023-07-29 17:13:02,,False,Network,Stephanie Walters,Rebecca Hall,Change Request,Hardware,High,Notice body place another could.,
70b14d9d-25c6-401e-96a4-91a416993327,Service Request,High,Open,2021-05-09 17:54:01,2021-05-15 17:54:01,True,Security,William Berry,Steven Johnson,Incident,Other,Medium,Ten act both very.,6.0
e953cd5f-4846-493d-b3b2-a2daee2d0acd,Service Request,Critical,Open,2021-04-17 18:29:26,,False,Database,William Stewart,William Nguyen,Change Request,Network,High,Star however perform red role religious.,
6e233023-1e96-4732-9732-eafa8473c01f,Incident,Low,In Progress,2020-03-24 06:31:10,2020-03-31 06:31:10,True,Security,Michael Stewart,Marc Johnson,Change Request,Software,High,Writer meet leader near peace face one.,7.0
423a00f8-800c-4124-a19b-e910172a3480,Service Request,Low,Open,2023-04-28 15:04:11,,False,Support,Jeffrey Boyle,Cody Compton,Change Request,Network,Low,Sport down piece source.,
6ee85525-7126-480e-bb57-e2089073f42d,Incident,Low,Closed,2020-03-26 18:40:45,,False,Network,Lisa Reed,Thomas Ross,Change Request,Other,Low,Interest common believe drug record we however.,
bf10af21-d536-4a35-a151-758e7dc89654,Incident,Medium,Resolved,2022-12-10 02:42:51,,False,Security,Joseph Reynolds,John Mason,Incident,Access,Low,Mission month key fill lose hear.,
41cdb931-2d8f-4488-83cf-d566cd98503d,Incident,High,Closed,2023-08-01 18:16:03,2023-08-08 18:16:03,True,Support,Paul Adams,Patrick Fowler,Incident,Hardware,High,Wonder beautiful perform coach identify traditional population positive.,7.0
86c4304f-a32d-44e6-a91c-d52f8b471a3b,Incident,Medium,Resolved,2020-09-19 16:49:54,,False,Application,Katrina Logan,Kristen Baker,Incident,Access,Medium,Health begin attorney public data.,
db2a81b8-b792-4d90-ac6d-178ab64d9bb1,Incident,High,Open,2022-11-04 16:33:16,2022-11-05 16:33:16,False,Database,Brian Brown,Maria Wagner,Change Request,Other,High,Painting ago environment.,1.0
8fe2e65f-6261-4894-82c6-8fc0a03d4289,Incident,Medium,Closed,2020-02-27 22:32:27,2020-03-08 22:32:27,True,Network,James Moody,Angela Arias,Service Request,Other,Low,By church provide same around.,10.0
247ffa8c-e1a0-48ae-a8de-b8523f38e56f,Service Request,Critical,Resolved,2023-02-11 08:16:25,2023-02-15 08:16:25,False,Security,Angela Jones,Michael Greene,Incident,Software,Medium,One traditional member security his building exactly.,4.0
eac96fba-b4c0-4dcb-b105-43665bc05c08,Incident,High,Open,2021-10-28 10:18:57,,False,Security,Richard Hurst,Dr. Chad Graves,Incident,Network,High,Finally off decade traditional box five.,
e0c31453-16f4-4860-976d-7d5aa120ee36,Service Request,Critical,Open,2020-07-24 19:52:13,2020-07-30 19:52:13,True,Application,Kyle Cook MD,Gilbert Reeves,Incident,Software,High,Sport fish look walk.,6.0
0efb4483-229d-4d1b-be86-2babcaf6534a,Incident,High,Closed,2023-02-19 12:20:43,,False,Network,Patrick Neal,John Hernandez,Change Request,Access,High,Officer drop black public week effort.,
ca5448a1-3f1e-48aa-a318-4424a21b97d2,Service Request,Critical,Closed,2022-07-30 20:12:48,,False,Application,Monica Barker,Rose Hoffman,Change Request,Access,Low,Would me season again.,
819787d2-c494-4c86-81e0-8666bcd81bf6,Service Request,High,Closed,2021-12-28 01:46:05,2022-01-02 01:46:05,False,Network,Bruce Larsen,Lisa Haley,Change Request,Other,Low,Cup prepare like picture catch.,5.0
c541ccda-6e14-4021-b14a-d937b4501fd7,Incident,Medium,In Progress,2023-08-18 21:04:06,2023-08-20 21:04:06,False,Security,Elizabeth Rodriguez,Jennifer Kirby,Incident,Software,Medium,Expect exactly wear strategy.,2.0
6a6e5161-83d1-4913-b2ef-a083d88eb09c,Incident,Low,In Progress,2022-10-03 16:48:06,,False,Network,Timothy Howard,Jessica Guerrero,Change Request,Access,Medium,Better leave thus learn herself someone popular.,
b667a5ce-4c90-493a-82d2-83d17263e46c,Incident,Medium,Resolved,2020-02-28 02:15:29,2020-03-06 02:15:29,True,Database,Jennifer Williams,Ernest Hernandez,Incident,Software,High,Exist side activity side phone prevent.,7.0
f400da45-2f51-4019-8c8c-f989a38b860f,Incident,Low,Closed,2021-01-06 18:41:40,,False,Network,Natasha Lowery,Stephen Powers,Change Request,Access,High,When television amount ask official.,
2a737acc-3af4-428c-8606-20f7a1889fbb,Service Request,Critical,Open,2021-02-13 04:07:01,2021-02-15 04:07:01,False,Application,Melody Ross,Amber Sherman,Change Request,Software,Low,Professional cell American speak.,2.0
e0327870-a10d-466f-80f7-1bbfdc766e9f,Service Request,Critical,Open,2023-06-25 13:25:11,,False,Security,Sarah Davis,Donna Olson,Service Request,Access,High,Group indicate serious show season.,
a5b5e603-e7fc-4c39-9c1f-106bdc0b8415,Service Request,High,Open,2021-01-14 21:21:16,2021-01-18 21:21:16,False,Application,Lucas Lang,Larry Cardenas,Service Request,Other,Medium,Must official even begin arrive director.,4.0
3632e4c1-5360-4a0c-b9e2-272414c6ce0f,Incident,High,In Progress,2020-03-08 20:26:34,2020-03-16 20:26:34,True,Security,Benjamin Schultz,Kayla Phelps,Incident,Hardware,Medium,Hard call soon blood participant.,8.0
5e300492-9c03-454b-9a2a-ff643fa5658b,Incident,High,Closed,2021-11-01 16:40:39,,No,Support,Wendy Smith,Sarah Chen,Incident,Software,Medium,Dinner reason recent result wait the nor.,
5ab9e6b6-b8f2-4b3a-bf76-caaf430560cb,Service Request,Medium,In Progress,2022-10-31 03:52:06,,False,Database,Miss Christina Ramirez MD,Tracy Thomas,Service Request,Software,Low,Reality provide federal man type run.,
fc3fa00a-dc85-4e21-b71d-e9ddf259913d,Incident,Low,In Progress,2020-12-06 03:39:21,,No,Database,Antonio Rodriguez,Donald Schultz,Service Request,Hardware,High,Spend image dark water professor.,
f9748871-2772-40a1-a791-48afc4cae195,Incident,Critical,Open,2020-11-27 17:16:38,2020-12-04 17:16:38,True,Network,Brandon Russell,Mark Jones,Change Request,Other,Medium,Get discussion election fact.,7.0
b95dbbda-0a6e-45be-b9b9-52c22d6859ca,Service Request,Critical,Open,2023-01-26 17:34:29,,False,Database,James Foster,Sean Hobbs,Change Request,Hardware,Medium,Him big through spring training.,
bc6c74d1-2ad8-4f79-b2ef-11d67abf50d0,Incident,Low,In Progress,2022-12-18 02:47:32,,False,Database,Stephanie Conway,Jeffrey Figueroa,Change Request,Hardware,Low,Past generation technology herself employee draw.,
19678cb6-93ab-4ca1-9491-334792d66752,Service Request,Medium,Resolved,2023-03-20 22:08:49,2023-03-22 22:08:49,False,Network,Amy Tate,Matthew Walker MD,Change Request,Access,Low,Best film church million.,2.0
e0d65d9c-c426-4bc7-b1f1-78deab37e81c,Incident,Low,In Progress,2021-08-31 18:35:07,2021-09-01 18:35:07,False,Network,Joseph Vaughan,Jonathan Owens,Change Request,Software,Medium,Big reduce leg tough bill total car.,1.0
767359e5-76ec-45f9-bddf-c7c8405e8e04,Service Request,Medium,Resolved,2021-01-12 11:04:48,2021-01-20 11:04:48,True,Application,Keith Casey,Jessica Nguyen,Incident,Network,High,Protect involve business though benefit beyond.,16.366153846153846
a50b1d94-9415-43d0-a975-10e38ea6ce18,Incident,Low,Closed,2020-05-21 03:04:49,,False,Database,Kimberly Vasquez,Juan Hernandez,Change Request,Software,High,Town can author several very popular draw.,
c73f797e-c2f7-4f89-ab76-8b649e773eed,Service Request,Critical,Closed,2021-03-15 09:59:58,2021-03-16 09:59:58,No,Application,Tim Green,Lawrence Cook,Service Request,Other,Low,Herself relationship player usually cold show begin.,1.0
09e25915-7c8b-4a3d-863b-5d0c1b3d2d9c,Service Request,High,In Progress,2020-01-10 06:55:21,2020-01-15 06:55:21,False,Application,Eric Tyler,Linda Hernandez,Change Request,Access,Medium,Ten particular daughter.,5.0
1a1598bf-69ba-48aa-a6c2-84914d5e9aff,Service Request,Low,Resolved,2021-02-20 00:45:35,2021-02-27 00:45:35,True,Application,Megan Phillips,Katrina Scott,Service Request,Access,Medium,Law painting factor must share.,7.0
0d9924fc-ccb5-436d-a993-bc3bf5968c8e,Incident,Low,Open,2020-11-22 02:00:39,,False,Database,Chase Lynn,Hannah Woodward,Change Request,Hardware,Medium,His TV course toward wife.,
88a74ca7-aad1-4183-a521-05862640ea2a,Incident,Medium,In Progress,2022-05-26 13:07:43,,False,Database,Alexis Brown,Benjamin Pruitt,Change Request,Hardware,Low,Skill claim condition yes sea.,16.366153846153846
e477da14-83d7-4c15-b872-57b1554fd8c1,Incident,Medium,Open,2020-03-04 03:24:44,2020-03-05 03:24:44,False,Application,Darren Robertson,Laura Sims,Change Request,Hardware,Medium,Third into know that your responsibility.,1.0
784f3997-1f24-46fb-a3fe-0f1064c9fbb4,Service Request,Medium,Closed,2021-08-24,,False,Application,Linda Pierce,Kara Cross,Service Request,Other,Low,Discuss difference charge recently be.,
9dbdedfc-5730-4a53-a696-b1e487cbf9a7,Service Request,High,Open,2023-02-25 04:11:01,,False,Database,Melissa Drake,Eric Nichols,Incident,Hardware,High,Have approach person state claim.,
2f8737f1-0d51-46a7-8637-a64e0f8fcf83,Service Request,Low,Open,2021-01-01 22:46:17,,False,Database,Edward Diaz,Kenneth Shaw,Change Request,Other,Medium,Cut religious price hope.,
d2b98499-aa4e-46cc-911a-f6f4bba348a5,Service Request,High,Resolved,2021-08-04 04:24:01,,False,Application,Pamela Murray,Samantha Sanchez,Service Request,Other,Medium,Participant level lead meet agreement research need.,
ab2269e4-0478-44d6-bb75-66ff3d326da8,Service Request,Low,Resolved,2020-03-14 21:18:08,2020-03-18 21:18:08,False,Support,Daniel Petersen,Charles Schneider,Service Request,Network,Medium,Today I leader security first.,4.0
6ffa653f-1d1f-458d-b344-fa03050447cc,Incident,Medium,Closed,2023-05-24 18:37:03,2023-05-29 18:37:03,False,Database,Deborah Mcclure,Danielle Sanders,Service Request,Software,Medium,Evening without structure how employee agency list.,5.0
133ec406-865b-424e-bc33-22111944fd93,Incident,High,In Progress,2021-05-05 05:51:02,2021-05-08 05:51:02,False,Network,Amy Sloan,James Miller,Change Request,Software,Medium,Early statement Congress point age catch.,3.0
280dfd30-0848-47f0-a40f-a8523d1c239a,Incident,Critical,Resolved,2022-08-26 16:35:40,2022-08-28 16:35:40,False,Application,Felicia Higgins,Melissa Mcintyre,Incident,Hardware,Low,Recognize operation forget indeed policy final.,2.0
