employee_id,first_name,last_name,department,job_title,hire_date,employment_status,salary,manager_id,gender,age,performance_rating,years_at_company,last_promotion_date,termination_date
1345,Heather,Rodriguez,Marketing,Senior Developer,2017-05-25,On Leave,108539.64,,Non-binary,54,3,7,,
1346,Shannon,Williams,Marketing,Manager,2014-12-23,Terminated,70211.26,,Male,22,5,9,,2021-12-19
1347,Danielle,Garcia,IT,Junior Developer,2019-12-08,Active,60014.54,210.0,Female,53,3,4,,
1348,Martin,Parker,Operations,Senior Developer,2021-10-14,On Leave,48157.25,40.0,Female,36,1,2,2024-04-16,
1349,Mason,Parsons,Marketing,Junior Developer,2015-02-08,On Leave,51644.78,234.0,Non-binary,25,4,9,,
1350,Amanda,Sloan,IT,Senior Developer,2022-11-02,On Leave,98677.05,,Female,33,2,1,2024-05-04,
1351,Brian,Wilson,HR,Sales Associate,2017-11-26,On Leave,32999.56,,Male,37,3,6,,
1352,Audrey,Jackson,Finance,Data Analyst,2018-05-29,Terminated,77392.98,,Non-binary,30,1,6,2021-04-02,2020-02-29
1353,Luke,Hernandez,Sales,Junior Developer,2025-01-01,Terminated,98421.78,531.0,Female,49,5,5,2021-05-27,2023-12-05
1354,Susan,Ruiz,Marketing,HR Specialist,2021-07-10,On Leave,76471.65,,Male,31,5,3,,
1355,Christopher,Simpson,Sales,Data Analyst,2018-05-29,Active,51285.36,80.0,Male,40,1,6,,
1356,Angela,Williamson,Finance,Sales Associate,2017-09-01,Inactive,101070.31,,Female,28,2,7,,
1357,Teresa,Gibbs,Finance,Manager,2016-02-24,On Leave,93734.46,,Non-binary,58,1,8,2017-12-29,
1358,Nancy,Brown,IT,Sales Associate,2015-06-21,Active,72581.03,,Female,42,2,9,2023-04-30,
1359,Michael,Butler,Sales,Senior Developer,2022-12-22,Terminated,95105.89,,Non-binary,25,3,1,,2023-12-16
1360,Ernest,Marquez,Finance,Senior Developer,2016-03-17,Inactive,95391.27,156.0,Non-binary,48,1,8,,
1361,Danielle,Parker,HR,Data Analyst,2021-12-10,On Leave,39750.8,,Female,25,5,2,,
1362,Matthew,Thomas,IT,Data Analyst,2023-08-10,Active,113035.87,278.0,Male,39,3,1,2024-07-02,
1363,Karen,Collins,Marketing,Data Analyst,2016-10-09,Terminated,75053.99,,Male,44,3,7,,2024-07-08
1364,Keith,Vargas,Marketing,Junior Developer,2023-02-09,Terminated,116978.09,,Male,26,5,1,2024-04-25,2024-07-13
1365,Matthew,Stokes,Marketing,Data Analyst,2022-11-03,Terminated,62171.91,,Female,50,4,1,,2024-02-26
1366,Alejandro,Rogers,Sales,Manager,2022-10-30,Terminated,43565.95,,Non-binary,34,5,1,2023-08-21,2024-05-03
1367,Gene,Martinez,HR,HR Specialist,2021-05-08,Active,57334.13,,Non-binary,41,3,3,,
1368,Lisa,Tucker,Operations,Data Analyst,2021-01-09,Inactive,65050.83,,Non-binary,60,4,3,,
1369,Luke,Mayo,Marketing,Senior Developer,2020-10-01,Inactive,80005.49,,Male,58,4,3,2022-06-20,
1370,Stephen,Nguyen,Finance,HR Specialist,2023-09-29,Terminated,34933.85,,Non-binary,59,4,0,2023-10-01,2023-10-15
1371,Robert,Ellis,Finance,Senior Developer,2015-10-09,Inactive,117140.56,481.0,Non-binary,29,3,8,2020-12-13,
1372,Eric,Price,Marketing,Sales Associate,2020-12-13,Terminated,113774.63,,Non-binary,50,4,3,,2023-07-10
1373,Francisco,Summers,HR,Data Analyst,2019-11-15,On Leave,78795.54,,Male,46,1,4,,
1374,Jeremy,Torres,Marketing,Sales Associate,2017-02-09,On Leave,98599.08,,Non-binary,60,5,7,2022-01-10,
1375,April,Adams,Operations,Sales Associate,2018-06-23,Terminated,98289.98,476.0,Male,27,5,6,,
1376,Alexander,Stafford,Marketing,HR Specialist,2023-12-29,Active,58908.2,,Female,53,4,0,2024-06-22,
1377,Timothy,Soto,Finance,Sales Associate,2016-04-14,On Leave,110583.85,,Female,33,1,8,,
1378,Alexandria,Case,Finance,Senior Developer,2018-01-30,Inactive,86369.53,,Female,60,4,6,,
1379,Alexander,Perez,HR,Senior Developer,2021-01-30,On Leave,107573.72,,Non-binary,41,4,3,,
1380,Edwin,Freeman,Finance,Data Analyst,2018-06-10,Active,63873.88,,Non-binary,35,2,6,2023-09-25,
1381,Bryan,Parker,Finance,HR Specialist,2021-08-21,Terminated,49020.84,342.0,Non-binary,39,1,3,,2024-04-04
1382,Christopher,Carlson,HR,HR Specialist,2022-10-10,Active,100567.43,,Female,48,5,1,,
1383,Emily,Ryan,IT,Senior Developer,2019-05-06,Terminated,34904.52,,Male,57,5,5,,2023-01-24
1384,Scott,Garza,Finance,Manager,2025-01-01,On Leave,108461.34,,Female,57,5,9,2017-09-03,
1385,Kenneth,Fuller,Sales,Senior Developer,2015-04-25,Active,42968.27,,Female,60,2,9,2015-10-30,
1386,Danielle,Pierce,Finance,Manager,2024-08-10,Active,92325.74,,Male,37,2,0,,
1387,Todd,Blair,Operations,Sales Associate,2021-06-09,Inactive,62452.57,785.0,Non-binary,33,5,3,,
1388,Jeff,Reed,Finance,Data Analyst,2018-12-08,Terminated,56019.2,,Female,23,5,5,,2022-12-05
1389,Destiny,Dickson,Sales,Sales Associate,2018-01-20,On Leave,92335.72,,Non-binary,42,5,6,2018-08-21,
1390,David,Johnson,Sales,Senior Developer,2024-02-28,Terminated,64862.32,560.0,Female,45,1,0,,2024-07-29
1391,Richard,Matthews,Operations,Junior Developer,2018-05-10,Active,49790.45,664.0,Female,55,1,6,2024-08-10,
1392,Elizabeth,Johnson,Finance,Data Analyst,2018-06-12,Inactive,83958.61,200.0,Male,50,1,6,,
1393,Anita,Baker,HR,Manager,2017-05-26,On Leave,76228.66,16.0,Non-binary,35,1,7,,
1394,William,Sanchez,IT,Junior Developer,2017-12-17,Terminated,98710.54,,Male,23,1,6,,2020-03-11
1395,Ashley,King,HR,HR Specialist,2017-06-17,Terminated,87712.58,,Male,36,4,7,,2020-06-25
1396,Jamie,White,HR,Manager,2023-06-11,Inactive,35301.45,,Female,37,3,1,,
1397,Richard,Peterson,Sales,Sales Associate,2014-09-29,On Leave,116512.21,,Female,43,4,9,,
1398,Timothy,Morgan,Sales,Junior Developer,2020-09-18,Inactive,103476.67,,Non-binary,32,2,3,2021-07-07,
1399,Jeffrey,Gonzalez,Operations,Data Analyst,2017-01-17,Active,64647.83,,Male,53,4,7,,
1400,Alyssa,Peterson,Sales,Data Analyst,2023-06-13,Inactive,88110.17,672.0,Male,56,4,1,2024-05-03,
1401,Brandon,Taylor,Marketing,Sales Associate,2019-01-23,Active,76387.61,203.0,Non-binary,30,2,5,,
1402,Teresa,Watson,Sales,Junior Developer,2016-11-23,On Leave,49780.96,,Female,51,2,7,2018-09-19,
1403,Steven,Bates,Operations,Sales Associate,2015-12-07,Terminated,94985.14,,Male,50,2,8,2021-10-31,2023-06-26
1404,Nicole,Pitts,Sales,Junior Developer,2017-09-20,Terminated,70591.83,246.0,Female,56,1,6,2021-01-07,2022-05-12
1405,Derrick,Martin,IT,Senior Developer,2020-10-18,Active,76763.59,,Male,56,2,3,,
1406,Sean,Walker,Finance,Junior Developer,2021-08-22,On Leave,42938.04,656.0,Male,25,2,3,,
1407,Amy,Warren,IT,Junior Developer,2016-11-17,On Leave,52841.32,,Male,59,5,7,,
1408,Patricia,Ferguson,IT,Junior Developer,2016-03-14,Terminated,76716.62,,Female,51,1,8,2021-11-05,2021-12-15
1409,Victoria,Haley,IT,Data Analyst,2022-12-06,Terminated,115750.36,,Male,37,5,1,2023-01-20,2023-03-22
1410,Eric,Little,Finance,Junior Developer,2016-02-22,Active,111686.09,,Non-binary,55,1,8,2021-11-06,
1411,Judy,Kelly,Sales,Sales Associate,2015-06-28,On Leave,119388.84,,Female,24,5,9,2020-04-19,
1412,Kathleen,Hancock,Sales,HR Specialist,2020-10-30,Terminated,110308.22,309.0,Male,36,1,3,2024-01-10,2023-11-04
1413,Rebecca,Peck,Operations,Manager,2017-12-08,On Leave,40219.72,,Male,43,4,6,2020-04-30,
1414,Cody,Brown,HR,Sales Associate,2017-06-06,Active,57752.52,,Female,28,2,7,2023-06-21,
1415,Jason,Delgado,Finance,Junior Developer,2015-11-03,Inactive,100606.17,656.0,Male,28,2,8,,
1416,Jessica,Lara,IT,Manager,2015-08-31,Active,109992.68,,Male,40,4,9,,
1417,Mark,Perkins,Sales,Manager,2022-12-07,Terminated,76813.44,,Female,34,2,1,2023-12-31,2023-08-31
1418,Dennis,Parrish,IT,Senior Developer,2023-01-30,On Leave,60073.05,655.0,Female,33,1,1,2024-08-01,
1419,Annette,Sutton,Operations,Junior Developer,2024-06-24,Active,58389.63,,Male,43,2,0,,
1420,Darius,Mccarty,IT,Junior Developer,2017-09-06,Active,112658.03,388.0,Female,38,5,7,,
1421,Gregory,Smith,Marketing,Junior Developer,2022-12-23,Terminated,54787.22,,Non-binary,36,2,1,,2024-05-04
1422,Tanya,George,Sales,Junior Developer,2024-02-13,On Leave,40545.94,,Non-binary,50,3,0,2024-08-31,
1423,Dawn,Holloway,HR,Senior Developer,2016-11-05,On Leave,74783.68,,Non-binary,54,4,7,2022-12-11,
1424,Benjamin,Morales,Marketing,HR Specialist,2017-07-24,Inactive,60391.02,,Female,30,1,7,,
1425,Christopher,Williams,IT,Junior Developer,2025-01-01,On Leave,37476.16,,Non-binary,35,2,6,2023-05-28,
1426,Natalie,Griffin,Operations,Manager,2017-06-16,Active,96928.76,,Female,38,2,7,,
1427,Kyle,Jennings,Operations,Manager,2021-12-27,Terminated,42948.16,,Female,34,5,2,2023-06-12,2023-01-04
1428,Theodore,Madden,Sales,HR Specialist,2023-05-11,Inactive,98665.27,249.0,Male,57,4,1,2023-08-22,
1429,Laura,Boyd,HR,Sales Associate,2024-03-18,Terminated,35188.39,753.0,Male,35,2,0,,2024-09-09
1430,Molly,Martinez,Sales,Manager,2022-12-20,Terminated,46674.73,646.0,Non-binary,39,4,1,2023-12-15,2023-10-24
1431,Penny,Adams,Operations,HR Specialist,2019-10-16,Active,87009.3,,Non-binary,55,4,4,2021-09-28,
1432,Elaine,English,Sales,Data Analyst,2015-06-29,Active,97429.64,,Male,34,2,9,2016-02-18,
1433,William,Strickland,HR,Data Analyst,2014-10-03,On Leave,71839.03,,Male,39,4,9,2015-07-26,
1434,Anthony,Ramirez,Marketing,Manager,2020-03-25,Active,33111.29,,Male,50,3,4,,
1435,Jason,Buckley,IT,Senior Developer,2023-04-08,Inactive,115351.09,,Male,59,3,1,,
1436,Jeffrey,Adkins,Sales,Data Analyst,2019-08-06,Terminated,108346.52,,Female,49,2,5,2024-05-22,2020-04-05
1437,Jill,Pierce,IT,Senior Developer,2017-12-13,On Leave,38019.04,,Female,40,3,6,,
1438,Lisa,Ortiz,HR,Manager,2016-07-26,Terminated,72684.23,691.0,Male,56,3,8,2017-06-29,2016-09-09
1439,David,Cross,IT,Sales Associate,2020-07-16,Terminated,103223.04,,Non-binary,36,4,4,,
1440,Richard,Rodriguez,Operations,Junior Developer,2019-08-09,Inactive,47544.8,,Non-binary,35,4,5,2024-08-20,
1441,Michael,Murray,Marketing,Junior Developer,2017-07-26,Inactive,97585.34,470.0,Non-binary,28,3,7,2019-01-30,
1442,Jeremiah,Gomez,Marketing,Manager,2019-01-30,Inactive,66078.77,,Male,29,4,5,2022-05-17,
1443,Timothy,Mcconnell,IT,HR Specialist,2020-10-25,Inactive,45739.28,580.0,Non-binary,27,2,3,,
1444,David,Salazar,HR,Junior Developer,2019-09-05,Inactive,77187.11,,Female,37,3,5,,
1445,Paul,Brown,IT,HR Specialist,2015-07-22,Active,70787.19,,Male,29,2,9,,
1446,Brenda,Webb,IT,Data Analyst,2021-01-14,On Leave,56650.95,,Male,23,1,3,2023-05-10,
1447,Elizabeth,Lambert,Operations,Manager,2015-09-25,Terminated,102287.11,15.0,Male,27,4,8,2016-07-18,2023-01-11
1448,Daniel,Wilson,IT,Manager,2020-12-16,Terminated,72877.31,,Male,59,4,3,2023-03-07,2023-11-18
1449,John,Bates,Sales,HR Specialist,2024-08-04,Inactive,118066.2,409.0,Male,25,2,0,2024-09-04,
1450,Jeremy,Davis,Finance,HR Specialist,2018-07-19,Inactive,88863.76,179.0,Male,51,3,6,,
1451,Crystal,Gregory,Marketing,Junior Developer,2024-06-22,On Leave,53626.62,,Non-binary,57,3,0,2024-07-31,
1452,Courtney,Roy,Operations,Senior Developer,2014-11-02,Active,63563.65,,Non-binary,28,5,9,2016-07-16,
1453,Sandra,Mcdaniel,Sales,Junior Developer,2019-03-04,Terminated,35901.62,,Female,48,5,5,2021-08-19,2021-01-26
1454,Michael,Schmidt,Marketing,Sales Associate,2015-03-15,Active,31405.27,,Female,44,2,9,,
1455,Michael,Garcia,HR,Senior Developer,2016-03-06,Inactive,89840.83,639.0,Female,45,3,8,2019-08-21,
1456,Nicole,Hamilton,Operations,Junior Developer,2024-04-04,Active,95317.81,,Female,26,5,0,,
1457,Sierra,Brown,Marketing,Manager,2021-05-15,Active,115450.59,,Female,52,3,3,2022-10-19,
1458,Matthew,Simpson,IT,Manager,2017-09-03,On Leave,113309.71,,Non-binary,52,5,7,2022-07-20,
1459,Xavier,Davis,Sales,Senior Developer,2024-04-25,On Leave,53496.48,,Male,45,2,0,,
1460,Susan,Newton,Operations,Data Analyst,2021-08-11,Active,110405.14,,Male,40,1,3,,
1461,Rachel,Green,Sales,Manager,2015-01-06,Active,64712.69,,Male,24,2,9,2016-11-08,
1462,John,Miles,HR,HR Specialist,2023-07-08,Terminated,116042.44,,Non-binary,59,1,1,2023-11-04,2024-08-16
1463,Jeffrey,Martin,Marketing,Data Analyst,2021-03-05,Inactive,100815.52,504.0,Male,54,2,3,,
1464,Jennifer,Mcbride,Marketing,Junior Developer,2018-05-09,Inactive,40855.27,506.0,Female,38,3,6,,
1465,Nicole,Giles,Sales,Senior Developer,2020-07-07,Terminated,67312.93,,Non-binary,22,4,4,,2021-09-30
1466,Justin,Cantu,Operations,Senior Developer,2017-10-22,Terminated,58172.78,777.0,Female,51,3,6,,2024-06-02
1467,Shannon,Harris,Marketing,HR Specialist,2018-10-15,Active,105733.53,,Non-binary,43,2,5,2019-09-04,
1468,Jacob,Foster,Marketing,HR Specialist,2020-11-02,Terminated,35480.0,,Male,59,4,3,2022-08-03,2024-01-10
1469,Alan,Williams,IT,Data Analyst,2023-07-14,Active,94088.88,,Non-binary,47,5,1,2024-01-04,
1470,Martha,Robinson,IT,Data Analyst,2019-03-18,Terminated,226186.23327000003,449.0,Non-binary,54,4,5,2022-07-29,2024-03-28
1471,Kayla,Davis,Marketing,Data Analyst,2018-12-17,On Leave,103523.12,562.0,Female,54,3,5,2021-06-09,
1472,Emily,Carter,Finance,Sales Associate,2017-12-16,On Leave,90889.06,124.0,Female,29,3,6,,
1473,Dawn,Huffman,Marketing,Sales Associate,2022-05-03,Inactive,67127.22,,Non-binary,50,1,2,2024-02-06,
1474,Michele,Reed,HR,Senior Developer,2022-12-01,On Leave,47448.03,,Non-binary,53,5,1,,
1475,Ashley,Peterson,IT,Manager,2022-02-03,Active,74583.97,,Non-binary,26,1,2,,
1476,Amanda,Hull,Operations,Sales Associate,2018-10-28,Inactive,38540.09,,Non-binary,40,4,5,2023-03-19,
1477,Stacy,Sutton,IT,HR Specialist,2015-01-24,Active,108156.29,582.0,Female,60,2,9,2016-01-12,
1478,Alexander,George,Marketing,HR Specialist,2024-08-13,On Leave,226186.23327000003,,Male,59,3,0,,
1479,Wendy,Mitchell,HR,Manager,2019-05-04,Inactive,117203.27,479.0,Male,31,5,5,2021-10-20,
1480,Timothy,Beck,Finance,HR Specialist,2024-09-03,Inactive,103773.93,555.0,Non-binary,60,4,0,,
1481,Ronald,Decker,Finance,Senior Developer,2024-04-09,Active,86286.05,766.0,Non-binary,49,1,0,,
1482,Derek,Rodriguez,Marketing,Sales Associate,2016-07-06,On Leave,80163.46,,Male,24,4,8,,
1483,Tom,Schwartz,IT,Manager,2024-04-16,Active,110910.63,271.0,Non-binary,39,5,0,,
1484,Brandon,Munoz,Operations,Data Analyst,2016-12-19,Active,42799.88,285.0,Female,24,2,7,2017-11-20,
1485,Rebecca,Williams,IT,Data Analyst,2018-08-01,Inactive,85348.87,,Non-binary,42,3,6,2021-03-01,
1486,Amber,Richards,Operations,HR Specialist,2022-04-10,Active,53671.58,,Non-binary,60,1,2,2022-04-19,
1487,Brooke,Russell,Marketing,Data Analyst,2017-02-10,Active,115873.39,,Female,59,1,7,2022-11-26,
1488,Natasha,Murphy,Sales,Sales Associate,2017-04-11,Active,99892.33,727.0,Male,37,5,7,,
1489,Edward,Faulkner,Marketing,Data Analyst,2016-03-29,Active,113965.0,,Female,60,2,8,2024-06-12,
1490,Melanie,Neal,HR,Manager,2018-01-23,Active,78307.85,71.0,Female,26,4,6,,
1491,Glenn,Nguyen,Operations,Sales Associate,2017-02-15,On Leave,89003.34,,Female,35,3,7,2023-02-03,
1492,Kayla,Shaw,Marketing,HR Specialist,2018-09-23,Terminated,50445.58,24.0,Non-binary,58,4,5,,
1493,Ashley,Nichols,IT,Sales Associate,2018-05-07,Inactive,42409.7,,Female,48,2,6,,
1494,Mason,Hendrix,HR,Junior Developer,2022-08-22,Inactive,90649.39,,Non-binary,31,4,2,2024-02-07,
1495,Matthew,Hutchinson,Operations,Senior Developer,2023-05-10,Terminated,68253.89,39.0,Female,54,1,1,2024-03-17,2023-10-08
1496,Michele,Garcia,Sales,Senior Developer,2025-01-01,On Leave,87225.49,652.0,Non-binary,51,1,5,,
1497,Barbara,Jackson,Sales,HR Specialist,2023-09-30,Terminated,42939.26,,Non-binary,55,5,0,2023-10-02,
1498,Melanie,Hawkins,IT,Junior Developer,2021-10-16,Inactive,50036.79,,Non-binary,27,5,2,2022-10-13,
1499,Jim,Johnson,Finance,Manager,2020-07-09,Active,59081.97,,Non-binary,53,5,4,,
1500,Alicia,Williams,IT,Data Analyst,2015-10-21,On Leave,102831.73,,Non-binary,50,3,8,2022-09-27,
1501,Amber,Nelson,Marketing,HR Specialist,2024-07-27,Terminated,115904.66,,Non-binary,25,4,0,2024-08-09,2024-08-24
1502,Brian,Hawkins,Operations,HR Specialist,2023-05-23,Terminated,67633.46,,Male,52,5,1,,2024-01-19
1503,William,Reynolds,IT,Manager,2017-03-05,Terminated,61552.44,,Non-binary,49,1,7,2021-05-31,
1504,Ricky,Spencer,Sales,Junior Developer,2018-08-10,Active,76075.47,,Non-binary,43,5,6,,
1505,Paula,Martinez,Operations,Junior Developer,2015-08-11,Terminated,94158.6,,Female,51,5,9,2019-02-24,
1506,Sandra,Gardner,HR,Manager,2023-03-19,Terminated,37149.16,,Non-binary,52,4,1,,2023-07-08
1507,Beverly,Diaz,IT,Manager,2019-04-16,Terminated,82287.72,556.0,Non-binary,38,4,5,,2023-11-08
1508,Austin,Valdez,Finance,HR Specialist,2023-10-07,Terminated,39213.33,,Male,39,4,0,2024-06-23,2024-05-10
1509,Alexis,Bush,IT,Senior Developer,2023-01-31,On Leave,36654.13,,Female,44,4,1,,
1510,Jonathan,Kelly,Marketing,Data Analyst,2014-11-01,Active,74906.38,,Male,59,4,9,,
1511,Cody,Glass,Sales,Manager,2019-01-26,On Leave,44359.01,,Male,23,1,5,,
1512,Heather,Chen,HR,Junior Developer,2019-01-23,Terminated,68040.77,14.0,Female,34,1,5,2024-02-19,2023-02-23
1513,Kendra,Krueger,IT,Manager,2015-03-07,Active,110448.25,,Non-binary,48,2,9,,
1514,Cynthia,Meyers,HR,Sales Associate,2020-06-03,Terminated,96198.74,592.0,Female,34,3,4,,2022-03-17
1515,Alexis,Watts,IT,Sales Associate,2014-11-01,Terminated,113609.43,,Male,33,5,9,,2015-08-11
1516,Rhonda,Everett,Sales,Data Analyst,2017-05-28,Terminated,226186.23327000003,,Female,29,3,7,,2022-09-22
1517,Janice,Sullivan,Finance,Data Analyst,2021-06-25,Terminated,30365.17,781.0,Non-binary,59,3,3,2024-08-16,2022-09-19
1518,Sara,Hall,Sales,Data Analyst,2021-08-06,Active,85939.06,687.0,Male,58,3,3,2023-04-12,
1519,Teresa,Cooley,Operations,Sales Associate,2015-01-07,On Leave,44612.11,,Female,28,4,9,,
1520,Deborah,Ingram,Sales,Manager,2016-04-09,Inactive,85802.99,,Male,40,3,8,,
1521,Tanner,Powell,Finance,Junior Developer,2019-07-05,On Leave,109072.43,709.0,Male,43,2,5,2024-08-05,
1522,Philip,Bonilla,Finance,Junior Developer,2017-08-17,On Leave,81716.26,115.0,Non-binary,48,4,7,2023-01-23,
1523,James,Coffey,Sales,Data Analyst,2020-06-14,Active,91147.38,,Female,50,1,4,2021-08-01,
1524,Jennifer,Benjamin,Operations,Data Analyst,2017-05-13,Active,30557.74,,Male,50,2,7,,
1525,Steven,Graham,Operations,Senior Developer,2018-08-26,Inactive,62968.5,,Male,25,2,6,2020-08-27,
1526,Cristina,Brown,IT,Manager,2014-11-29,Inactive,81145.6,,Non-binary,29,4,9,2021-03-09,
1527,Mary,Mann,IT,Sales Associate,2019-09-25,On Leave,70509.08,,Male,37,2,4,2021-02-27,
1528,Steven,Gonzalez,Operations,Senior Developer,2019-08-12,Inactive,70738.47,,Female,56,4,5,,
1529,Cathy,Reynolds,Operations,Manager,2015-07-04,Inactive,65147.91,,Non-binary,40,1,9,,
1530,Christy,Franklin,Finance,Data Analyst,2014-10-27,On Leave,115740.61,,Female,53,5,9,,
1531,Nicole,Collins,Operations,HR Specialist,2016-09-12,Inactive,58119.85,,Non-binary,36,3,8,,
1532,Lauren,Morgan,Marketing,Senior Developer,2022-06-06,Inactive,226186.23327000003,,Non-binary,60,3,2,,
1533,James,Johnson,Marketing,Data Analyst,2018-06-29,On Leave,79106.69,,Non-binary,36,4,6,,
1534,Brian,Delacruz,Operations,Manager,2018-02-22,Inactive,63391.24,,Female,50,4,6,,
1535,Melissa,Strickland,Operations,Sales Associate,2020-06-21,Active,92470.87,,Non-binary,38,2,4,2021-08-04,
1536,Reginald,Morales,IT,Senior Developer,2025-01-01,Active,90021.78,193.0,Male,36,3,8,,
1537,Matthew,Cook,Sales,Manager,2021-10-07,Active,31174.02,,Male,25,5,2,,
1538,Caroline,Martinez,Sales,Sales Associate,2016-02-02,Active,48297.78,710.0,Male,44,2,8,,
1539,Nicole,Cordova,Marketing,Sales Associate,2018-02-25,Inactive,48871.14,,Non-binary,26,4,6,,
1540,Michael,Dixon,HR,Data Analyst,2019-09-27,Active,77593.11,445.0,Male,50,2,4,2019-12-18,
1541,Sarah,Tapia,IT,Data Analyst,2020-10-15,On Leave,63332.56,,Male,46,3,3,,
1542,Casey,Hill,Finance,Manager,2017-02-28,On Leave,117242.67,,Male,50,2,7,,
1543,Wendy,Williams,Marketing,Data Analyst,2020-05-03,Inactive,42693.47,682.0,Female,56,1,4,,
1544,Daniel,Santiago,Operations,Data Analyst,2023-11-19,On Leave,84196.21,617.0,Male,26,3,0,2024-07-10,
1545,Melissa,Mcdaniel,Marketing,Senior Developer,2022-05-21,Active,40690.88,,Non-binary,53,5,2,2023-03-26,
1546,Jasmine,Sparks,Operations,Data Analyst,2015-12-21,Inactive,114961.3,,Non-binary,42,3,8,2023-09-22,
1547,Todd,Evans,Finance,Sales Associate,2019-07-16,Terminated,77450.0,239.0,Female,31,5,5,,2020-11-03
1548,Steven,Baker,Operations,Senior Developer,2017-01-03,Inactive,72689.15,,Female,23,1,7,2022-11-01,
1549,Christina,Lambert,IT,Manager,2017-12-20,Inactive,95220.11,,Male,32,2,6,2024-01-03,
1550,Joshua,Little,Finance,Sales Associate,2025-01-01,Active,31127.23,,Non-binary,33,2,8,2017-09-12,
1551,Eric,Young,Marketing,Data Analyst,2020-09-18,Inactive,42133.93,,Non-binary,32,5,3,2020-10-07,
1552,Kevin,Mcdonald,IT,HR Specialist,2023-12-08,Terminated,49281.24,,Non-binary,45,3,0,,2024-01-09
1553,Alyssa,Parsons,Sales,Manager,2018-02-06,On Leave,97205.75,,Male,39,3,6,,
1554,Jennifer,Romero,HR,HR Specialist,2015-10-13,Inactive,64367.15,132.0,Female,56,5,8,2020-07-13,
1555,Dwayne,Pace,Finance,Junior Developer,2021-02-05,Active,117528.33,485.0,Male,48,3,3,,
1556,Katelyn,Rodgers,Marketing,Data Analyst,2021-12-06,Inactive,103278.09,626.0,Non-binary,48,3,2,,
1557,Tasha,Stephens,IT,HR Specialist,2020-12-17,On Leave,112508.09,,Male,60,3,3,2023-03-06,
1558,Linda,Ray,Sales,Data Analyst,2019-03-31,Terminated,93351.86,780.0,Male,34,2,5,,2023-02-03
1559,Janice,Mitchell,Marketing,Sales Associate,2014-10-21,On Leave,37447.04,,Female,34,2,9,2015-05-17,
1560,Jackson,Hernandez,IT,Manager,2017-03-06,Inactive,74491.98,,Female,53,4,7,,
1561,Shawn,Hubbard,Sales,HR Specialist,2022-05-31,Inactive,99273.84,,Non-binary,38,4,2,,
1562,Michael,Nguyen,Operations,Sales Associate,2016-11-10,Inactive,97995.86,,Non-binary,39,5,7,2018-02-10,
1563,Jason,Franco,IT,Data Analyst,2017-10-23,On Leave,74657.77,331.0,Non-binary,42,3,6,2022-04-12,
1564,Peter,Smith,Marketing,Junior Developer,2017-08-23,On Leave,38872.4,774.0,Male,56,4,7,,
1565,Nicole,Wyatt,Operations,Sales Associate,2017-04-01,Terminated,65497.25,,Female,25,5,7,,2023-11-30
1566,Philip,Bowen,Finance,Senior Developer,2023-07-01,Terminated,101214.77,563.0,Female,40,1,1,,2024-07-13
1567,Stacy,Rivera,Marketing,Data Analyst,2018-04-08,On Leave,81580.99,4.0,Female,28,3,6,2019-04-19,
1568,Katherine,Huff,Finance,Junior Developer,2022-09-27,On Leave,89619.32,,Non-binary,36,2,1,,
1569,April,Schultz,Sales,Manager,2024-05-07,Terminated,105713.28,321.0,Male,49,2,0,,2024-07-28
1570,Scott,Drake,HR,Data Analyst,2015-07-31,Active,119224.0,128.0,Non-binary,40,2,9,,
1571,Beth,Wade,Sales,Manager,2018-05-02,Inactive,88277.38,,Female,24,3,6,2023-08-06,
1572,Christine,Harris,Operations,Data Analyst,2018-10-26,Terminated,114373.1,,Female,27,4,5,2023-07-15,2024-03-11
1573,Katie,Ruiz,Sales,Data Analyst,2021-01-16,On Leave,103969.57,,Male,33,5,3,,
1574,Raymond,Rangel,HR,Manager,2021-07-29,Inactive,40073.05,,Male,52,5,3,,
1575,Natasha,Allen,Finance,Sales Associate,2022-04-26,Inactive,50953.3,,Male,32,2,2,2022-06-13,
1576,Tommy,Cook,Operations,Senior Developer,2022-01-31,Inactive,78816.27,,Non-binary,31,1,2,,
1577,Crystal,Snyder,Finance,Senior Developer,2019-02-16,Terminated,50629.41,,Male,26,2,5,,2019-11-09
1578,Danielle,King,Finance,Manager,2023-04-05,Active,48193.96,,Male,39,1,1,,
1579,Lisa,Jackson,Marketing,Data Analyst,2017-08-15,Inactive,89080.45,266.0,Non-binary,53,2,7,,
1580,Morgan,Evans,HR,Sales Associate,2015-08-28,Inactive,46360.79,,Male,39,5,9,,
1581,Ralph,Brewer,Operations,Sales Associate,2023-01-11,Active,74764.67,,Male,36,2,1,,
1582,Joshua,Webb,HR,Manager,2023-12-09,Terminated,111265.61,,Female,58,1,0,,2024-07-07
1583,Kathleen,Harmon,Finance,Manager,2019-12-04,Active,116356.89,,Female,29,2,4,,
1584,Kathleen,Reyes,Finance,Sales Associate,2019-04-26,On Leave,49254.49,689.0,Non-binary,38,2,5,,
1585,Lauren,Martin,Sales,Sales Associate,2020-05-26,On Leave,111957.51,222.0,Male,55,2,4,2024-03-07,
1586,Jennifer,Bauer,Finance,Senior Developer,2015-05-22,Active,85766.41,,Female,22,4,9,2016-04-10,
